,7oldsamr.txt,alissadl.txt,aminegg.txt,bestwish.txt,burn.txt,crabhern.txt,mydream.txt,narciss.txt
threw,1,0,0,0,0,0,0,0
tightly,0,0,0,0,0,1,0,0
till,0,0,0,0,0,1,0,0
time,3,2,3,0,0,2,0,1
times,0,0,0,4,0,0,0,0
tired,0,0,0,0,0,1,0,0
tobias,0,0,0,0,1,0,0,0
today,1,0,0,0,0,0,0,0
told,0,1,0,0,0,1,1,1
tongue,0,0,0,0,0,1,0,0
toppled,0,0,0,0,0,0,0,1
tree,0,0,0,0,0,0,1,0
tried,0,0,0,0,0,0,2,0
trips,0,0,0,0,0,1,0,0
trouble,1,0,0,0,1,0,0,0
troubles,0,0,0,0,1,0,0,0
true,0,0,0,2,0,0,0,0
truely,0,0,0,1,0,0,0,0
trust,0,0,0,0,0,1,0,0
try,0,0,0,0,0,1,0,0
trying,0,0,0,2,0,0,0,0
tummy,0,0,0,0,0,1,0,0
turn,0,0,1,0,0,1,0,0
turned,0,0,0,0,0,0,0,1
turning,0,0,1,0,0,0,0,0
twins,0,0,0,0,2,0,0,0
typing,0,0,0,0,0,0,1,0
ultimate,0,0,0,0,1,0,0,0
unexpected,0,1,0,0,0,0,0,0
unless,0,0,0,0,1,0,0,0
upstairs,0,0,0,0,0,0,1,0
use,0,0,0,0,0,1,0,0
ve,1,2,0,9,0,1,0,0
victim,0,0,0,0,1,0,0,0
village,1,0,3,0,0,0,0,0
villages,1,0,0,0,0,0,0,0
voice,0,1,0,0,0,0,2,0
volce,0,0,0,0,0,1,0,0
waist,0,0,0,0,0,0,1,0
waited,0,0,1,0,0,0,0,0
wake,0,0,0,0,0,0,1,0
walked,0,0,0,0,0,0,1,0
walking,0,0,0,1,0,0,1,1
want,0,0,0,8,0,1,0,0
wants,0,0,0,1,0,0,0,0
wasn,0,0,0,0,0,0,1,0
watched,1,0,0,0,0,0,0,0
watching,0,0,0,1,0,0,0,0
water,0,0,0,0,0,1,0,2
waters,0,0,0,0,0,0,0,1
way,1,0,1,2,1,2,0,0
ways,0,0,0,0,1,0,0,0
weeping,1,0,0,0,0,0,0,0
weight,0,0,0,0,0,0,1,0
weird,0,0,0,0,0,0,3,0
went,1,1,1,1,0,1,4,0
whipping,0,1,0,0,0,0,0,0
wield,1,0,0,0,0,0,0,0
wil,0,0,0,1,0,0,0,0
wind,2,1,0,0,0,0,0,0
windswept,1,0,0,0,0,0,0,0
wine,1,0,0,0,0,0,0,0
winking,0,1,0,0,0,0,0,0
wipe,1,0,0,0,0,0,0,0
wisdom,0,1,0,0,0,0,0,0
wise,0,0,0,0,0,0,1,0
wish,0,1,0,0,0,0,0,0
wishes,0,0,0,1,0,0,0,0
wits,0,0,0,0,0,1,0,0
woke,0,0,0,0,0,0,4,0
women,1,0,0,0,0,0,0,0
won,0,0,1,0,0,0,0,0
word,0,1,0,0,0,0,0,0
words,0,1,0,0,0,0,0,0
world,0,0,0,2,0,0,0,1
worn,1,0,0,0,0,0,0,0
worried,1,0,0,0,0,0,0,0
written,0,2,0,0,0,0,0,0
wrong,0,0,0,1,0,0,0,0
year,0,0,1,0,0,0,0,0
years,1,0,3,0,1,0,0,0
young,1,0,0,0,0,0,0,1
youth,0,0,0,0,1,0,0,0
